Serial Number,Success,Status,MAC Address,Part Number,Device Model,Device Status,Workspace ID,Folder,Rule,Error,Order Obj Key,Order Category,Order POS ID,Order Serial Number,Order MAC Address,Order Bill To Name,Order End User Name,Order Part Number,Order Part Description,Order Invoice Date,Order Ship Date,Order Qty,Order Ext Cost,Order Invoice No,Order Order No,Order Customer PO,Order Line No,Order Line Type,Order Zip Code,Order Source,Order Status,Order Party ID,Order Country Party ID,Order Global Party ID,Order Created At,Order Updated At
"CNPBKPP2MR",True,"Found","34:3A:20:C8:EB:A0","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978047","network","7100832648","CNPBKPP2MR","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978047","0","","","IN","complete","","","","2023-03-02T19:33:29.349038Z","2023-03-02T19:33:31.393796Z"
"CNPBKPP2MT",True,"Found","34:3A:20:C8:EB:B6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978049","network","7100832648","CNPBKPP2MT","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978049","0","","","IN","complete","","","","2023-03-02T19:33:29.364886Z","2023-03-02T19:33:31.549414Z"
"CNPBKPP2MV",True,"Found","34:3A:20:C9:1C:52","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978050","network","7100832648","CNPBKPP2MV","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978050","0","","","IN","complete","","","","2023-03-02T19:33:29.371654Z","2023-03-02T19:33:31.640246Z"
"CNPBKPP2MX",True,"Found","34:3A:20:C9:05:36","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978052","network","7100832648","CNPBKPP2MX","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978052","0","","","IN","complete","","","","2023-03-02T19:33:29.386972Z","2023-03-02T19:33:31.800577Z"
"CNPBKPP2MZ",True,"Found","34:3A:20:C9:17:90","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978433","network","7100832608","CNPBKPP2MZ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978433","0","","","IN","complete","","","","2023-03-02T19:43:41.334136Z","2023-03-02T19:43:42.485123Z"
"CNPBKPP2N0",True,"Found","34:3A:20:C8:DE:DC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978054","network","7100832648","CNPBKPP2N0","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978054","0","","","IN","complete","","","","2023-03-02T19:33:29.399217Z","2023-03-02T19:33:31.967669Z"
"CNPBKPP2N1",True,"Found","34:3A:20:C8:EF:6E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978055","network","7100832648","CNPBKPP2N1","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978055","0","","","IN","complete","","","","2023-03-02T19:33:29.405214Z","2023-03-02T19:33:32.050064Z"
"CNPBKPP2N3",True,"Found","34:3A:20:C9:1B:A0","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978056","network","7100832648","CNPBKPP2N3","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978056","0","","","IN","complete","","","","2023-03-02T19:33:29.412017Z","2023-03-02T19:33:32.141610Z"
"CNPBKPP2N5",True,"Found","34:3A:20:C8:F5:30","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978057","network","7100832648","CNPBKPP2N5","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978057","0","","","IN","complete","","","","2023-03-02T19:33:29.417508Z","2023-03-02T19:33:32.213015Z"
"CNPBKPP2N6",True,"Found","34:3A:20:C8:D2:30","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978058","network","7100832648","CNPBKPP2N6","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978058","0","","","IN","complete","","","","2023-03-02T19:33:29.427766Z","2023-03-02T19:33:32.301624Z"
"CNPBKPP2N8",True,"Found","34:3A:20:C9:10:3E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978060","network","7100832648","CNPBKPP2N8","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978060","0","","","IN","complete","","","","2023-03-02T19:33:29.445976Z","2023-03-02T19:33:32.471348Z"
"CNPBKPP2N9",True,"Found","34:3A:20:C9:0E:E8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978061","network","7100832648","CNPBKPP2N9","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978061","0","","","IN","complete","","","","2023-03-02T19:33:29.454497Z","2023-03-02T19:33:32.542130Z"
"CNPBKPP2NB",True,"Found","34:3A:20:C8:C4:9E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978062","network","7100832648","CNPBKPP2NB","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978062","0","","","IN","complete","","","","2023-03-02T19:33:29.460993Z","2023-03-02T19:33:32.631142Z"
"CNPBKPP2NC",True,"Found","34:3A:20:C8:AF:A4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978063","network","7100832648","CNPBKPP2NC","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978063","0","","","IN","complete","","","","2023-03-02T19:33:29.468392Z","2023-03-02T19:33:32.723353Z"
"CNPBKPP2NH",True,"Found","34:3A:20:C8:D3:46","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978434","network","7100832608","CNPBKPP2NH","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978434","0","","","IN","complete","","","","2023-03-02T19:43:41.460527Z","2023-03-02T19:43:42.568615Z"
"CNPBKPP2NL",True,"Found","34:3A:20:C8:FD:B0","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978067","network","7100832648","CNPBKPP2NL","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978067","0","","","IN","complete","","","","2023-03-02T19:33:35.048006Z","2023-03-02T19:33:35.329459Z"
"CNPBKPP2NP",True,"Found","34:3A:20:C8:D2:02","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978068","network","7100832648","CNPBKPP2NP","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978068","0","","","IN","complete","","","","2023-03-02T19:33:35.052837Z","2023-03-02T19:33:35.478536Z"
"CNPBKPP2NS",True,"Found","34:3A:20:C8:EC:D6","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978436","network","7100832608","CNPBKPP2NS","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978436","0","","","IN","complete","","","","2023-03-02T19:43:41.500792Z","2023-03-02T19:43:42.650453Z"
"CNPBKPP2NV",True,"Found","34:3A:20:C9:02:76","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978437","network","7100832608","CNPBKPP2NV","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978437","0","","","IN","complete","","","","2023-03-02T19:43:41.516057Z","2023-03-02T19:43:42.669528Z"
"CNPBKPP2NW",True,"Found","34:3A:20:C9:1B:12","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978438","network","7100832608","CNPBKPP2NW","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978438","0","","","IN","complete","","","","2023-03-02T19:43:41.526842Z","2023-03-02T19:43:42.690240Z"
"CNPBKPP2P0",True,"Found","34:3A:20:C8:E0:84","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978071","network","7100832648","CNPBKPP2P0","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978071","0","","","IN","complete","","","","2023-03-02T19:33:35.067846Z","2023-03-02T19:33:35.697978Z"
"CNPBKPP2P2",True,"Found","34:3A:20:C8:D1:36","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978072","network","7100832648","CNPBKPP2P2","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978072","0","","","IN","complete","","","","2023-03-02T19:33:35.073416Z","2023-03-02T19:33:35.771851Z"
"CNPBKPP2P3",True,"Found","34:3A:20:C9:1D:28","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978443","network","7100832608","CNPBKPP2P3","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978443","0","","","IN","complete","","","","2023-03-02T19:43:41.705177Z","2023-03-02T19:43:42.936348Z"
"CNPBKPP2P5",True,"Found","34:3A:20:C8:C7:7E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978073","network","7100832648","CNPBKPP2P5","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978073","0","","","IN","complete","","","","2023-03-02T19:33:35.077474Z","2023-03-02T19:33:35.837244Z"
"CNPBKPP2P9",True,"Found","34:3A:20:C9:15:26","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978075","network","7100832648","CNPBKPP2P9","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978075","0","","","IN","complete","","","","2023-03-02T19:33:35.087337Z","2023-03-02T19:33:35.994206Z"
"CNPBKPP2PC",True,"Found","34:3A:20:C8:F8:2E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978077","network","7100832648","CNPBKPP2PC","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978077","0","","","IN","complete","","","","2023-03-02T19:33:35.102003Z","2023-03-02T19:33:36.140777Z"
"CNPBKPP2PD",True,"Found","34:3A:20:C9:1B:2A","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978078","network","7100832648","CNPBKPP2PD","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978078","0","","","IN","complete","","","","2023-03-02T19:33:35.107301Z","2023-03-02T19:33:36.229300Z"
"CNPBKPP2PF",True,"Found","34:3A:20:C8:B6:70","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978079","network","7100832648","CNPBKPP2PF","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978079","0","","","IN","complete","","","","2023-03-02T19:33:35.114762Z","2023-03-02T19:33:36.292322Z"
"CNPBKPP2PJ",True,"Found","34:3A:20:C8:C5:AC","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978447","network","7100832608","CNPBKPP2PJ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978447","0","","","IN","complete","","","","2023-03-02T19:43:41.793084Z","2023-03-02T19:43:42.990200Z"
"CNPBKPP2PL",True,"Found","34:3A:20:C8:BA:60","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978083","network","7100832648","CNPBKPP2PL","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978083","0","","","IN","complete","","","","2023-03-02T19:33:35.299809Z","2023-03-02T19:33:36.603121Z"
"CNPBKPP2PP",True,"Found","34:3A:20:C9:0A:66","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978086","network","7100832648","CNPBKPP2PP","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978086","0","","","IN","complete","","","","2023-03-02T19:33:35.372887Z","2023-03-02T19:33:36.816474Z"
"CNPBKPP2PQ",True,"Found","34:3A:20:C8:B4:22","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978087","network","7100832648","CNPBKPP2PQ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978087","0","","","IN","complete","","","","2023-03-02T19:33:35.392491Z","2023-03-02T19:33:36.897545Z"
"CNPBKPP2Q4",True,"Found","34:3A:20:C8:C1:CA","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978448","network","7100832608","CNPBKPP2Q4","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978448","0","","","IN","complete","","","","2023-03-02T19:43:41.874896Z","2023-03-02T19:43:43.067259Z"
"CNPBKPP2Q6",True,"Found","34:3A:20:C9:05:B4","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978450","network","7100832608","CNPBKPP2Q6","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978450","0","","","IN","complete","","","","2023-03-02T19:43:41.948409Z","2023-03-02T19:43:43.202164Z"
"CNPBKPP2Q7",True,"Found","34:3A:20:C9:04:CA","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978451","network","7100832608","CNPBKPP2Q7","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978451","0","","","IN","complete","","","","2023-03-02T19:43:41.970720Z","2023-03-02T19:43:43.181266Z"
"CNPBKPP2Q8",True,"Found","34:3A:20:C8:E1:6E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978452","network","7100832608","CNPBKPP2Q8","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978452","0","","","IN","complete","","","","2023-03-02T19:43:41.999167Z","2023-03-02T19:43:43.226464Z"
"CNPBKPP2QB",True,"Found","34:3A:20:C9:22:9C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978454","network","7100832608","CNPBKPP2QB","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978454","0","","","IN","complete","","","","2023-03-02T19:43:42.084136Z","2023-03-02T19:43:43.264998Z"
"CNPBKPP2QC",True,"Found","34:3A:20:C8:C7:6C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978455","network","7100832608","CNPBKPP2QC","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978455","0","","","IN","complete","","","","2023-03-02T19:43:42.106579Z","2023-03-02T19:43:43.334699Z"
"CNPBKPP2QH",True,"Found","34:3A:20:C9:1C:DE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978459","network","7100832608","CNPBKPP2QH","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978459","0","","","IN","complete","","","","2023-03-02T19:43:42.237313Z","2023-03-02T19:43:43.480574Z"
"CNPBKPP2QJ",True,"Found","34:3A:20:C9:11:E8","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978460","network","7100832608","CNPBKPP2QJ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978460","0","","","IN","complete","","","","2023-03-02T19:43:42.291623Z","2023-03-02T19:43:43.615138Z"
"CNPBKPP2QN",True,"Found","34:3A:20:C8:DE:8E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978464","network","7100832608","CNPBKPP2QN","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978464","0","","","IN","complete","","","","2023-03-02T19:43:42.430520Z","2023-03-02T19:43:43.703743Z"
"CNPBKPP2QQ",True,"Found","34:3A:20:C8:E6:7C","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978466","network","7100832608","CNPBKPP2QQ","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978466","0","","","IN","complete","","","","2023-03-02T19:43:42.504024Z","2023-03-02T19:43:43.755937Z"
"CNPBKPP2QS",True,"Found","34:3A:20:C8:EB:EE","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978468","network","7100832608","CNPBKPP2QS","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978468","0","","","IN","complete","","","","2023-03-02T19:43:47.205147Z","2023-03-02T19:43:47.411238Z"
"CNPBKPP2R5",True,"Found","34:3A:20:C8:D4:4E","R2H28A","AP-505-RW","PROVISIONED","54a12dce025911edab7356d5168b4204","athena-f-ff3f5fca025a11ed90daeeb0d210c6fe","athena-r-ff3f5fca025a11ed90daeeb0d210c6fe","","PDW_SHIP_38978092","network","7100832648","CNPBKPP2R5","","","CIMIC ADMIN SERVICES PTY LIMITED","R2H28A","Aruba AP-505 (RW) Unified AP","2022-09-30 12:00:00","2022-10-05 12:00:00","","0","","","PDW_SHIP_38978092","0","","","IN","complete","","","","2023-03-02T19:33:35.599608Z","2023-03-02T19:33:37.223417Z"
